Pver_xpSc0121582_size4933	91.5936	97.6476	191.585	123.876	11.303	24.9561	11.54	13.1569	18.1656	59.9153	20.0924	9.18539	24.3471	43.5816	40.4289	9.69337	46.661	88.8313	61.8868	27.0805	77.2251	36.947	206.582	44.8422	23.889	69.4583	66.9069	5.01523	65.1913	74.0974	48.9129	31.6665
Pver_xfSc0002717_size2851	7.04301	29	26.9645	14	10	11	16.3263	12	13	6.71915	11	9	4	13.8628	15.5643	6	17.9853	16	14.8524	6.90003	13	26.9222	13.3205	9.31966	6	9	16.6545	7.91182	18.1153	6.13821	9.03603	4
Pver_xpSc0121638_size4135	11.0132	3.00692	9.01264	1.00125	13.0491	4.12754	0	12.1021	0	5.0118	4.0793	1.00457	0	3.0312	10.3053	4.04833	18.0436	2.01858	5.02316	3.00812	6.07218	0	1.01835	3.02075	3.02993	0	0	0	13.0659	2.10403	2.02435	0
Pver_Sc0014262_size510	0	0	0	0	0	0	20.6088	0	0	0	9.0142	0	0	1.65486	1.32782	1.09322	4.29754	0	0	2.81851	0	0	0	0	0	1.18716	0	0	0	2.75502	0	0
Pver_Sc0003749_size2923	21.8356	47.5295	20.0947	50.9414	71.0724	42.4163	67.7299	9.68126	41.9487	32.1176	12.9463	9.86488	18.4232	26.0964	70.1434	40.7945	25.1631	35.4319	30.1916	30.4565	26.7729	56.471	36.0722	13.3847	36.282	30.362	47.4086	9.35395	18.1467	30.2906	41.2738	70.4669
Pver_Sc0001225_size31401	154.777	107.948	208.332	170.174	205.151	139.129	269.062	185.394	155.163	160.387	144.096	189.269	75.8991	138.218	198.066	393.337	65.5078	627.362	242.589	103.653	110.061	148.189	331.795	69.0334	168.024	159.556	174.2	51.0275	417.497	276.138	228.124	132.978
Pver_Sc0001338_size26311	0	3.02218	0	2.00536	0	5.01063	0	0	1.00211	2.00853	0	4.02492	0	4.02029	1.00264	3.01104	3.01555	5.00781	3.00531	6.03257	0	0	6.01416	2.01449	0	7.01456	1.00308	2.01565	9.05022	6.02947	4.0272	2.00828
Pver_Sc0013121_size567	3.02423	0.595703	0	0	0	2.76207	0	0	0	1.04564	0	2.34548	0	0	0.306191	0	0.847097	0	4.72833	1.20924	0	1.65818	0	0	0	0	0	0	0.789771	0	1.2431	0.472504
Pver_Sc0003560_size3172	0	0	0	0	0	0	0	0.516024	6.33658	0	0	0	1.5305	0	1	0	0	0	0.109666	0	3.48709	2.02425	0	1	2.04367	0	0	8.14375	0	0	0	0
Pver_Sc0002674_size5050	0	3	0	0	0	0	1	0	2.00096	1	0	0	0	0	0	0	1.01907	0	0	0	0	8.64769	0	2.00118	0	0	0	0	0	0	3.80482	0
Pver_Sc0000901_size79531	176.003	158.295	707.409	804.163	381.027	93.4325	408.874	71.4455	491.965	239.61	488.917	78.7959	39.4146	393.978	267.461	157.268	315.593	542.289	506.647	66.6329	75.5239	186.82	335.971	361.642	225.22	539.758	1384.86	74.0156	199.758	634.315	274.746	312.254
Pver_Sc0000648_size146385	799.037	1713.14	1219.95	1481.21	839.986	884.404	1065.08	836.393	1097.89	662.061	722.621	763.252	670.907	898.653	1160.28	990.569	1055.01	1183.66	1163.11	803.254	1071.92	792.347	1584.22	713.235	681.221	1087.64	950.843	466.553	1483.38	1451.02	1286.8	885.638
Pver_Sc0002989_size4181	0	0	18.0013	0	4.74117	1	0	5.07427	0	0	10.5487	0	0	2.91162	21.5003	9.8763	0	0	0.497078	0	1	1.21381	0	0	8.48451	2.67448	4.22913	1.49177	16.6874	0	1.03323	1
Pver_Sc0013113_size568	0	1	0.368168	0	0	0	2	0	1	0	0	2.5239	0	0	1	0	0	0	2.70157	0	0	2.23638	0	0	0.742165	2	0	1	0	1.17513	1	0
Pver_Sc0004845_size1988	26.0745	46.4605	57.4979	111.091	47.8759	61.549	65.6734	34.0191	29.6569	36.2757	30.3696	51.6276	38.5631	27.1915	62.4648	60.9624	39.5916	52.4642	36.3263	49.5139	95.0267	37.7297	94.9794	39.3352	31.7006	46.6108	62.769	28.8626	51.8077	82.5124	37.1941	32.1356
Pver_xpSc0121163_size160649	14939.3	14189.5	28664.6	18684.7	7206.78	8161.91	8868.61	10716.7	9390.26	11428.8	13943.5	9131.54	9293.65	8567.05	23712.8	10240.9	9868.32	18480.6	13361.2	13052.3	20837.9	8145.89	25007.8	26789	9256.6	31336.5	23629.6	15372.1	23982.8	14158.8	19504.3	7495.21
Pver_Sc0009923_size790	12	18	14	4	32	16.1392	18	7	28	6	11	11	12	18	13	9	16	15	2	5	11	15.712	15	6	3	12	17	7	6	17	31.7217	18.7487
Pver_Sc0005759_size1580	4.6734	5.07518	4.35173	2	1.09089	0	0	5.68603	16.2263	7.69368	0	3.43777	0.148898	0	14.8302	8.94373	2.89905	7.50374	8.95991	5.76016	0	3.62362	27.2689	0	6.13865	7.0649	9.23457	2.0338	0	0	6.47194	4.77657
Pver_Sc0001320_size27469	60.2805	160.099	101.914	247.629	109.682	85.5116	192.095	69.8188	89.4651	56.2097	84.4357	151.446	71.8131	62.7936	71.7653	131.42	92.2463	130.804	72.7283	119.708	190.724	85.6648	165.78	27.3305	49.4924	58.151	77.4179	16.0824	44.4106	150.57	101.351	72.3051
Pver_xpSc0121614_size4498	13.403	5.05776	7.53345	4.16355	2.0296	4.4674	6.18665	29.8745	2.03283	3.14599	14.7009	2.16454	6.09894	8	3.0645	2.038	1.02652	8.33459	3.11557	6.82254	6.29725	5.09003	49.6938	14.0656	6.27185	8.01812	5.40058	11.9052	21.1195	12.7459	6	8.30314
Pver_Sc0005132_size1846	0	4.16237	2.77457	0	0	0	0	0	0	0	1.14589	0	0	0	1.30129	0	0	0	0	0	1.32947	1	5.58193	0	2.68899	1	0	1.95365	0	0	1.08153	0
Pver_Sc0000021_size1066814	40112.1	62716	62311.9	66079.8	45847.7	45017.1	55385.5	34548.3	49412.4	36862.1	41633.7	36398.5	29387	46096	65822.8	47947.4	48454.7	48353.6	45417.8	39961.4	60198.8	43524.5	78452.2	36077.6	41553.7	65084.7	57999.4	24351.9	61166.6	64619.8	63535.4	50596.4
Pver_Sc0001271_size30691	1.00156	2.03577	0	10.099	4.00671	1.00106	4.01118	0	6.05696	2.07203	5.01505	4.04239	1	3.17166	2.02961	5.03039	2.01983	0	8.14548	0	2.01025	7.07328	1.01746	1.00501	1.00364	0	1.03033	1.00446	3.01794	3.01406	3.07772	0
Pver_Sc0000215_size423008	5248.62	7859.34	7865.02	8535.57	5470.7	4930.46	6450.06	5368.99	7093.77	5607.52	5102.24	6032.06	3867.03	5130.74	7812.85	6280.74	5755.07	6886.95	6793.81	5784.28	7421.28	5639.84	10954.8	5167.56	4876.55	7853.53	6236.77	3342.92	6842.86	9292.3	7526.08	4914.24
Pver_xfSc0000379_size10758	16.0798	2.01189	60.0589	0	0	24.0153	0	2	2.00861	21.0341	0	0	0	1.00029	57.1139	0	1	11.028	0	6.00465	27.0119	0	0	0	2	0	0	1.00081	0	0	0	0
